76	21500
59	61200
64	6200
64	7000
69	5600
74	5200
66	6000
61	4900
66	8000
57	6100
59	4800
71	8800
65	5100
66	4900
69	5600
79	5500
57	4700
59	4900
56	5600
66	5400
81	5500
64	5200
55	4200
65	5000
67	5100
67	5200
67	7200
62	7100
69	5300
65	5100
57	4500
63	4900
72	5400
59	4700
77	5600
55	4300
53	4200
66	18700
50	4800
69	5600
68	9300
84	6700
69	5300
60	5000
65	5100
54	4100
56	4800
72	5700
64	4900
81	5900
77	5500
54	4400
60	4800
66	5000
67	4800
75	5600
56	4100
67	7800
59	4400
55	4500
66	4900
64	4700
60	4600
69	5400
70	5200
76	5200
80	4800
71	5700
56	4300
64	4900
65	4800
57	5200
60	4600
80	6200
59	5200
77	5600
55	4300
67	5400
74	5900
80	6300
65	5100
63	4900
85	6600
60	4500
83	5900
62	4300
64	5000
75	5500
55	4500
67	4700
74	6300
61	6200
75	5300
60	4200
65	5100
77	4900
61	4700
70	4800
59	3700
63	5200
84	6100
55	4400
79	5400
62	5300
56	4600
64	4600
56	4200
73	5300
64	4500
61	4900
74	5200
71	5300
70	5100
80	5700
65	4200
60	4000
65	5100
66	3900
74	4000
64	4300
66	4700
70	4200
74	4300
65	5900
59	3700
74	4400
57	3000
64	4000
65	3200
61	2900
55	3500
60	3100
55	2900
64	4400
54	3300
64	4100
59	3900
69	4300
65	3800
59	4300
55	3700
69	7600
61	3500
61	4000
60	3700
65	3800
59	4900
52	4600
69	4500
55	3500
66	3700
65	9200
59	4200
65	4500
71	9700
73	9700
54	3700
61	3900
57	3600
52	3300
65	4000
74	4400
76	4700
66	3600
55	3800
69	4500
61	4000
61	3100
70	4200
61	3500
55	3200
75	4100
52	3000
54	3000
85	3900
70	3400
58	3300
65	3000
79	4300
80	3800
54	2800
61	3500
61	2800
59	3200
61	2900
70	3700
61	2900
79	3700
62	3600
76	3800
57	3000
66	3300
75	3400
80	3400
66	3200
71	3500
56	2900
66	3600
79	3800
54	2700
61	3200
60	3100
70	3100
72	3900
80	3600
55	2900
60	2700
67	3700
67	3000
61	3100
70	3500
80	3700
61	3300
72	3700
55	2700
55	2700
70	3400
74	4300
65	4000
56	3100
71	7000
56	3100
65	3100
59	2900
50	2500
71	3300
77	3900
65	3600
65	3700
60	3300
64	2900
64	3300
55	2600
70	4100
69	3600
65	3200
70	3300
61	3900
71	3100
60	3400
57	2900
59	2800
80	3300
79	3200
65	3400
68	3400
66	3300
64	3200
54	2500
64	3500
75	6700
66	3300
70	3700
66	3700
65	3000
64	93300
54	31400
66	8100
67	18500
70	10700
59	2300
60	1900
80	2400
81	1900
70	1800
73	2200
70	2100
65	1500
57	1500
66	1700
69	10000
75	1900
69	1500
60	1500
69	2900
85	2800
55	1200
64	1600
60	1200
66	1800
64	1200
66	1300
61	1400
70	1800
54	1700
62	1700
67	1700
71	1500
55	1600
61	1100
59	1100
65	1400
66	1600
65	1600
64	1500
59	1700
63	1600
66	1400
66	1300
66	2000
66	1500
66	1600
59	1700
69	1800
58	1600
61	1400
59	1300
59	1500
79	1500
65	1500
64	1300
54	1300
79	1700
71	1300
60	1200
66	1300
55	1100
80	1600
69	1400
74	1500
76	1500
74	1400
65	1100
82	1400
69	1200
60	1300
62	1300
61	1300
75	1400
69	1700
74	1600
70	1500
61	1300
75	1400
64	1200
60	1400
68	1700
61	1500
69	1800
72	2100
79	1200
65	1300
66	1400
70	1300
69	1700
64	1700
64	1200
70	1500
64	1100
59	1700
64	1000
60	1300
59	1300
77	1700
60	1600
56	1400
66	1300
74	1400
72	1400
80	1400
70	1400
49	1200
75	1100
69	1200
71	1100
71	1200
71	1200
65	1500
75	1600
60	1500
54	1200
59	1200
54	700
54	700
54	1100
54	700
54	800
65	1200
54	700
54	800
54	800
59	1200
57	1000
76	1400
54	700
65	1300
54	700
54	800
61	1100
54	700
54	700
54	900
54	1000
54	700
64	1700
54	900
64	1100
54	800
54	800
61	1300
54	800
59	1400
70	1300
54	800
54	1300
58	1700
74	1500
54	800
74	1500
66	1200
54	800
54	900
54	900
54	900
54	800
54	800
54	800
54	800
69	1200
54	800
70	1100
54	1100
54	1100
54	900
54	800
54	900
54	900
59	1000
54	800
54	900
54	900
76	1200
54	800
64	1400
64	1400
54	800
54	800
54	800
54	800
64	1700
54	900
65	1200
67	1400
54	900
54	800
70	1100
56	1500
54	900
58	1200
61	9400
54	900
76	1400
56	1200
62	1300
54	900
54	1000
69	1400
54	900
54	800
64	1400
54	800
54	800
54	900
65	1600
70	1400
54	900
59	1000
58	1500
60	1300
54	800
54	800
54	800
54	800
54	1000
59	1200
67	1800
54	900
64	1500
65	1200
71	1200
59	1500
54	1000
54	900
59	1200
54	7900
54	1000
59	1400
54	900
66	1300
54	1000
54	1000
54	900
54	900
64	1100
54	800
54	1000
58	1300
54	900
54	900
54	900
73	1400
70	1400
54	900
54	900
54	900
55	1000
49	1200
69	1200
54	1100
82	1800
54	800
69	13300
75	2900
54	1600
54	800
56	1500
54	800
70	1300
54	800
64	1100
70	1400
54	800
54	800
54	700
54	700
54	8700
54	1000
54	2000
66	1700
54	900
71	1800
66	1500
65	1700
54	1100
54	900
56	1200
55	1000
64	1200
54	1000
54	900
54	1000
54	1500
54	900
60	1100
70	1600
64	1800
55	1100
67	7100
54	900
66	1200
54	900
69	1600
54	900
61	1100
60	1400
55	1000
65	1300
54	800
59	1700
54	900
70	1300
69	1200
65	1100
54	700
60	1600
60	1400
54	1000
59	1100
54	900
61	1400
54	1200
54	1000
54	900
54	1000
54	900
74	1200
54	900
66	1300
54	900
54	900
54	900
54	800
54	800
76	1700
62	1700
69	1500
59	1300
60	1200
54	900
54	1000
54	1000
74	1300
54	900
54	1000
54	1000
66	1500
65	1600
66	1400
59	1400
59	1400
63	1600
54	1000
54	800
70	1400
69	1300
60	1100
66	1100
54	900
54	900
54	900
64	1200
54	1100
54	900
54	900
54	900
54	900
72	1500
66	1400
54	800
54	900
64	1100
54	900
54	900
71	1500
54	900
65	1100
54	900
54	900
54	900
61	1300
54	1000
69	1200
54	800
60	1000
54	800
54	900
54	900
60	1300
70	1300
54	900
59	1100
64	1400
54	900
54	1000
55	1200
60	1200
54	1100
54	900
54	900
66	1200
54	900
54	1000
71	1000
54	800
60	1100
54	900
65	1400
54	800
54	1100
54	900
54	900
54	800
65	1300
61	1400
54	1000
54	800
67	1600
54	1300
54	900
54	900
54	900
60	1100
54	900
66	1200
54	900
67	1200
54	900
54	900
54	900
54	800
54	900
50	1000
55	1100
68	1300
69	1200
55	1300
54	900
54	900
